country,number_of_hours,low_upper_band,medium_upper_band
Central America (EI),7,1406,2841
Central America (EI),8,1606,3247
Central America (EI),9,1807,3652
Central America (EI),10,2008,4058
Central America (EI),11,2208,4464
Central America (EI),12,2409,4870
Central America (EI),13,2610,5276
Central America (EI),14,2811,5681
Central America (EI),15,3011,6087
Central America (EI),16,3212,6493
Central America (EI),17,3413,6899
Central America (EI),18,3614,7304
Central America (EI),19,3814,7710
Central America (EI),20,4015,8116
Central America (EI),21,4216,8522
Central America (EI),22,4416,8928
Central America (EI),23,4617,9333
Central America (EI),24,4818,9739
Chile,1,201,406
Chile,2,402,812
Chile,3,603,1218
Chile,4,803,1624
Chile,5,1004,2029
Chile,6,1205,2435
Chile,7,1406,2841
Chile,8,1606,3247
Chile,9,1807,3652
Chile,10,2008,4058
Chile,11,2208,4464
Chile,12,2409,4870
Chile,13,2610,5276
Chile,14,2811,5681
Chile,15,3011,6087
Chile,16,3212,6493
Chile,17,3413,6899
Chile,18,3614,7304
Chile,19,3814,7710
Chile,20,4015,8116
Chile,21,4216,8522
Chile,22,4416,8928
Chile,23,4617,9333
Chile,24,4818,9739
China,1,201,406
China,2,402,812
China,3,603,1218
China,4,803,1624
China,5,1004,2029
China,6,1205,2435
China,7,1406,2841
China,8,1606,3247
China,9,1807,3652
China,10,2008,4058
China,11,2208,4464
China,12,2409,4870
China,13,2610,5276
China,14,2811,5681
China,15,3011,6087
China,16,3212,6493
China,17,3413,6899
China,18,3614,7304
China,19,3814,7710
China,20,4015,8116
China,21,4216,8522
China,22,4416,8928
China,23,4617,9333
China,24,4818,9739
Colombia,1,201,406
Colombia,2,402,812
Colombia,3,603,1218
Colombia,4,803,1624
Colombia,5,1004,2029
Colombia,6,1205,2435
Colombia,7,1406,2841
Colombia,8,1606,3247
Colombia,9,1807,3652
Colombia,10,2008,4058
Colombia,11,2208,4464
Colombia,12,2409,4870
Colombia,13,2610,5276
Colombia,14,2811,5681
Colombia,15,3011,6087
Colombia,16,3212,6493
Colombia,17,3413,6899
Colombia,18,3614,7304
Colombia,19,3814,7710
Colombia,20,4015,8116
Colombia,21,4216,8522
Colombia,22,4416,8928
Colombia,23,4617,9333
Colombia,24,4818,9739
Comoros,1,201,406
Comoros,2,402,812
Comoros,3,603,1218
Comoros,4,803,1624
Comoros,5,1004,2029
Comoros,6,1205,2435
Comoros,7,1406,2841
Comoros,8,1606,3247
Comoros,9,1807,3652
Comoros,10,2008,4058
Comoros,11,2208,4464
Comoros,12,2409,4870
Comoros,13,2610,5276
Comoros,14,2811,5681
Comoros,15,3011,6087
Comoros,16,3212,6493
Comoros,17,3413,6899
Comoros,18,3614,7304
Comoros,19,3814,7710
Comoros,20,4015,8116
Comoros,21,4216,8522
Comoros,22,4416,8928
Comoros,23,4617,9333
Comoros,24,4818,9739
Cook Islands,1,201,406
Cook Islands,2,402,812
Cook Islands,3,603,1218
Cook Islands,4,803,1624
Cook Islands,5,1004,2029
Cook Islands,6,1205,2435
Cook Islands,7,1406,2841
Cook Islands,8,1606,3247
Cook Islands,9,1807,3652
Cook Islands,10,2008,4058
Cook Islands,11,2208,4464
Cook Islands,12,2409,4870
Cook Islands,13,2610,5276
Cook Islands,14,2811,5681
Cook Islands,15,3011,6087
Cook Islands,16,3212,6493
Cook Islands,17,3413,6899
Cook Islands,18,3614,7304
Cook Islands,19,3814,7710
Cook Islands,20,4015,8116
Cook Islands,21,4216,8522
Cook Islands,22,4416,8928
Cook Islands,23,4617,9333
Cook Islands,24,4818,9739
Costa Rica,1,201,406
Costa Rica,2,402,812
Costa Rica,3,603,1218
Costa Rica,4,803,1624
Costa Rica,5,1004,2029
Costa Rica,6,1205,2435
Costa Rica,7,1406,2841
Costa Rica,8,1606,3247
Costa Rica,9,1807,3652
Costa Rica,10,2008,4058
Costa Rica,11,2208,4464
Costa Rica,12,2409,4870
Costa Rica,13,2610,5276
Costa Rica,14,2811,5681
Costa Rica,15,3011,6087
Costa Rica,16,3212,6493
Costa Rica,17,3413,6899
Costa Rica,18,3614,7304
Costa Rica,19,3814,7710
Costa Rica,20,4015,8116
Costa Rica,21,4216,8522
Costa Rica,22,4416,8928
Costa Rica,23,4617,9333
Costa Rica,24,4818,9739
Cote d'Ivoire,1,201,406
Cote d'Ivoire,2,402,812
Cote d'Ivoire,3,603,1218
Cote d'Ivoire,4,803,1624
Cote d'Ivoire,5,1004,2029
Cote d'Ivoire,6,1205,2435
Cote d'Ivoire,7,1406,2841
Cote d'Ivoire,8,1606,3247
Cote d'Ivoire,9,1807,3652
Cote d'Ivoire,10,2008,4058
Cote d'Ivoire,11,2208,4464
Cote d'Ivoire,12,2409,4870
Cote d'Ivoire,13,2610,5276
Cote d'Ivoire,14,2811,5681
Cote d'Ivoire,15,3011,6087
Cote d'Ivoire,16,3212,6493
Cote d'Ivoire,17,3413,6899
Cote d'Ivoire,18,3614,7304
Cote d'Ivoire,19,3814,7710
Cote d'Ivoire,20,4015,8116
Cote d'Ivoire,21,4216,8522
Cote d'Ivoire,22,4416,8928
Cote d'Ivoire,23,4617,9333
Cote d'Ivoire,24,4818,9739
Croatia,1,201,406
Croatia,2,402,812
Croatia,3,603,1218
Croatia,4,803,1624
Croatia,5,1004,2029
Croatia,6,1205,2435
Croatia,7,1406,2841
Croatia,8,1606,3247
Croatia,9,1807,3652
Croatia,10,2008,4058
Croatia,11,2208,4464
Croatia,12,2409,4870
Croatia,13,2610,5276
Croatia,14,2811,5681
Croatia,15,3011,6087
Croatia,16,3212,6493
Croatia,17,3413,6899
Croatia,18,3614,7304
Croatia,19,3814,7710
Croatia,20,4015,8116
Croatia,21,4216,8522
Croatia,22,4416,8928
Croatia,23,4617,9333
Croatia,24,4818,9739
Cyprus,1,201,406
Cyprus,2,402,812
Cyprus,3,603,1218
Cyprus,4,803,1624
Cyprus,5,1004,2029
Cyprus,6,1205,2435
Cyprus,7,1406,2841
Cyprus,8,1606,3247
Cyprus,9,1807,3652
Cyprus,10,2008,4058
Cyprus,11,2208,4464
Cyprus,12,2409,4870
Cyprus,13,2610,5276
Cyprus,14,2811,5681
Cyprus,15,3011,6087
Cyprus,16,3212,6493
Cyprus,17,3413,6899
Cyprus,18,3614,7304
Cyprus,19,3814,7710
Cyprus,20,4015,8116
Cyprus,21,4216,8522
Cyprus,22,4416,8928
Cyprus,23,4617,9333
Cyprus,24,4818,9739
Czechia,1,201,406
Czechia,2,402,812
Czechia,3,603,1218
Czechia,4,803,1624
Czechia,5,1004,2029
Czechia,6,1205,2435
Czechia,7,1406,2841
Czechia,8,1606,3247
Czechia,9,1807,3652
Czechia,10,2008,4058
Czechia,11,2208,4464
Czechia,12,2409,4870
Czechia,13,2610,5276
Czechia,14,2811,5681
Czechia,15,3011,6087
Czechia,16,3212,6493
Czechia,17,3413,6899
Czechia,18,3614,7304
Czechia,19,3814,7710
Czechia,20,4015,8116
Czechia,21,4216,8522
Czechia,22,4416,8928
Czechia,23,4617,9333
Czechia,24,4818,9739
Denmark,1,201,406
Denmark,2,402,812
Denmark,3,603,1218
Denmark,4,803,1624
Denmark,5,1004,2029
Denmark,6,1205,2435
Denmark,7,1406,2841
Denmark,8,1606,3247
Denmark,9,1807,3652
Denmark,10,2008,4058
Denmark,11,2208,4464
Denmark,12,2409,4870
Denmark,13,2610,5276
Denmark,14,2811,5681
Denmark,15,3011,6087
Denmark,16,3212,6493
Denmark,17,3413,6899
Denmark,18,3614,7304
Denmark,19,3814,7710
Denmark,20,4015,8116
Denmark,21,4216,8522
Denmark,22,4416,8928
Denmark,23,4617,9333
Denmark,24,4818,9739
Djibouti,1,201,406
Djibouti,2,402,812
Djibouti,3,603,1218
Djibouti,4,803,1624
Djibouti,5,1004,2029
Djibouti,6,1205,2435
Djibouti,7,1406,2841
Djibouti,8,1606,3247
Djibouti,9,1807,3652
Djibouti,10,2008,4058
Djibouti,11,2208,4464
Djibouti,12,2409,4870
Djibouti,13,2610,5276
Djibouti,14,2811,5681
Djibouti,15,3011,6087
Djibouti,16,3212,6493
Djibouti,17,3413,6899
Djibouti,18,3614,7304
Djibouti,19,3814,7710
Djibouti,20,4015,8116
Djibouti,21,4216,8522
Djibouti,22,4416,8928
Djibouti,23,4617,9333
Djibouti,24,4818,9739
Dominica,1,201,406
Dominica,2,402,812
Dominica,3,603,1218
Dominica,4,803,1624
Dominica,5,1004,2029
Dominica,6,1205,2435
Dominica,7,1406,2841
Dominica,8,1606,3247
Dominica,9,1807,3652
Dominica,10,2008,4058
Dominica,11,2208,4464
Dominica,12,2409,4870
Dominica,13,2610,5276
Dominica,14,2811,5681
Dominica,15,3011,6087
Dominica,16,3212,6493
Dominica,17,3413,6899
Dominica,18,3614,7304
Dominica,19,3814,7710
Dominica,20,4015,8116
Dominica,21,4216,8522
Dominica,22,4416,8928
Dominica,23,4617,9333
Dominica,24,4818,9739
Dominican Republic,1,201,406
Dominican Republic,2,402,812
Dominican Republic,3,603,1218
Dominican Republic,4,803,1624
Dominican Republic,5,1004,2029
Dominican Republic,6,1205,2435
Dominican Republic,7,1406,2841
Dominican Republic,8,1606,3247
Dominican Republic,9,1807,3652
Dominican Republic,10,2008,4058
Dominican Republic,11,2208,4464
Dominican Republic,12,2409,4870
Dominican Republic,13,2610,5276
Dominican Republic,14,2811,5681
Dominican Republic,15,3011,6087
Dominican Republic,16,3212,6493
Dominican Republic,17,3413,6899
Dominican Republic,18,3614,7304
Dominican Republic,19,3814,7710
Dominican Republic,20,4015,8116
Dominican Republic,21,4216,8522
Dominican Republic,22,4416,8928
Dominican Republic,23,4617,9333
Dominican Republic,24,4818,9739
East Timor,1,201,406
East Timor,2,402,812
East Timor,3,603,1218
East Timor,4,803,1624
East Timor,5,1004,2029
East Timor,6,1205,2435
East Timor,7,1406,2841
East Timor,8,1606,3247
East Timor,9,1807,3652
East Timor,10,2008,4058
East Timor,11,2208,4464
East Timor,12,2409,4870
East Timor,13,2610,5276
East Timor,14,2811,5681
East Timor,15,3011,6087
East Timor,16,3212,6493
East Timor,17,3413,6899
East Timor,18,3614,7304
East Timor,19,3814,7710
East Timor,20,4015,8116
East Timor,21,4216,8522
East Timor,22,4416,8928
East Timor,23,4617,9333
East Timor,24,4818,9739
Eastern Africa (EI),1,201,406
Eastern Africa (EI),2,402,812
Eastern Africa (EI),3,603,1218
Eastern Africa (EI),4,803,1624
Eastern Africa (EI),5,1004,2029
Eastern Africa (EI),6,1205,2435
Eastern Africa (EI),7,1406,2841
Eastern Africa (EI),8,1606,3247
Eastern Africa (EI),9,1807,3652
Eastern Africa (EI),10,2008,4058
Eastern Africa (EI),11,2208,4464
Eastern Africa (EI),12,2409,4870
Eastern Africa (EI),13,2610,5276
Eastern Africa (EI),14,2811,5681
Eastern Africa (EI),15,3011,6087
Eastern Africa (EI),16,3212,6493
Eastern Africa (EI),17,3413,6899
Eastern Africa (EI),18,3614,7304
Eastern Africa (EI),19,3814,7710
Eastern Africa (EI),20,4015,8116
Eastern Africa (EI),21,4216,8522
Eastern Africa (EI),22,4416,8928
Eastern Africa (EI),23,4617,9333
Eastern Africa (EI),24,4818,9739
Ecuador,1,201,406
Ecuador,2,402,812
Ecuador,3,603,1218
Ecuador,4,803,1624
Ecuador,5,1004,2029
Ecuador,6,1205,2435
Ecuador,7,1406,2841
Ecuador,8,1606,3247
Ecuador,9,1807,3652
Ecuador,10,2008,4058
Ecuador,11,2208,4464
Ecuador,12,2409,4870
Ecuador,13,2610,5276
Ecuador,14,2811,5681
Ecuador,15,3011,6087
Ecuador,16,3212,6493
Ecuador,17,3413,6899
Ecuador,18,3614,7304
Ecuador,19,3814,7710
Ecuador,20,4015,8116
Ecuador,21,4216,8522
Ecuador,22,4416,8928
Ecuador,23,4617,9333
Ecuador,24,4818,9739
Egypt,1,201,406
Egypt,2,402,812
Egypt,3,603,1218
Egypt,4,803,1624
Egypt,5,1004,2029
Egypt,6,1205,2435
Egypt,7,1406,2841
Egypt,8,1606,3247
Egypt,9,1807,3652
Egypt,10,2008,4058
Egypt,11,2208,4464
Egypt,12,2409,4870
Egypt,13,2610,5276
Egypt,14,2811,5681
Egypt,15,3011,6087
Egypt,16,3212,6493
Egypt,17,3413,6899
Egypt,18,3614,7304
Egypt,19,3814,7710
Egypt,20,4015,8116
Egypt,21,4216,8522
Egypt,22,4416,8928
Egypt,23,4617,9333
Egypt,24,4818,9739
El Salvador,1,201,406
El Salvador,2,402,812
El Salvador,3,603,1218
El Salvador,4,803,1624
El Salvador,5,1004,2029
El Salvador,6,1205,2435
El Salvador,7,1406,2841
El Salvador,8,1606,3247
El Salvador,9,1807,3652
El Salvador,10,2008,4058
El Salvador,11,2208,4464
El Salvador,12,2409,4870
El Salvador,13,2610,5276
El Salvador,14,2811,5681
El Salvador,15,3011,6087
El Salvador,16,3212,6493
El Salvador,17,3413,6899
El Salvador,18,3614,7304
El Salvador,19,3814,7710
El Salvador,20,4015,8116
El Salvador,21,4216,8522
El Salvador,22,4416,8928
El Salvador,23,4617,9333
El Salvador,24,4818,9739
Eritrea,1,201,406
Eritrea,2,402,812
Eritrea,3,603,1218
Eritrea,4,803,1624
Eritrea,5,1004,2029
Eritrea,6,1205,2435
Eritrea,7,1406,2841
Eritrea,8,1606,3247
Eritrea,9,1807,3652
Eritrea,10,2008,4058
Eritrea,11,2208,4464
Eritrea,12,2409,4870
Eritrea,13,2610,5276
Eritrea,14,2811,5681
Eritrea,15,3011,6087
Eritrea,16,3212,6493
Eritrea,17,3413,6899
Eritrea,18,3614,7304
Eritrea,19,3814,7710
Eritrea,20,4015,8116
Eritrea,21,4216,8522
Eritrea,22,4416,8928
Eritrea,23,4617,9333
Eritrea,24,4818,9739
Estonia,1,201,406
Estonia,2,402,812
Estonia,3,603,1218
Estonia,4,803,1624
Estonia,5,1004,2029
Estonia,6,1205,2435
Estonia,7,1406,2841
Estonia,8,1606,3247
Estonia,9,1807,3652
Estonia,10,2008,4058
Estonia,11,2208,4464
Estonia,12,2409,4870
Estonia,13,2610,5276
Estonia,14,2811,5681
Estonia,15,3011,6087
Estonia,16,3212,6493
Estonia,17,3413,6899
Estonia,18,3614,7304
Estonia,19,3814,7710
Estonia,20,4015,8116
Estonia,21,4216,8522
Estonia,22,4416,8928
Estonia,23,4617,9333
Estonia,24,4818,9739
Eswatini,1,201,406
Eswatini,2,402,812
Eswatini,3,603,1218
Eswatini,4,803,1624
Eswatini,5,1004,2029
Eswatini,6,1205,2435
Eswatini,7,1406,2841
Eswatini,8,1606,3247
Eswatini,9,1807,3652
Eswatini,10,2008,4058
Eswatini,11,2208,4464
Eswatini,12,2409,4870
Eswatini,13,2610,5276
Eswatini,14,2811,5681
Eswatini,15,3011,6087
Eswatini,16,3212,6493
Eswatini,17,3413,6899
Eswatini,18,3614,7304
Eswatini,19,3814,7710
Eswatini,20,4015,8116
Eswatini,21,4216,8522
Eswatini,22,4416,8928
Eswatini,23,4617,9333
Eswatini,24,4818,9739
Ethiopia,1,201,406
Ethiopia,2,402,812
Ethiopia,3,603,1218
Ethiopia,4,803,1624
Ethiopia,5,1004,2029
Ethiopia,6,1205,2435
Ethiopia,7,1406,2841
Ethiopia,8,1606,3247
Ethiopia,9,1807,3652
Ethiopia,10,2008,4058
Ethiopia,11,2208,4464
Ethiopia,12,2409,4870
Ethiopia,13,2610,5276
Ethiopia,14,2811,5681
Ethiopia,15,3011,6087
Ethiopia,16,3212,6493
Ethiopia,17,3413,6899
Ethiopia,18,3614,7304
Ethiopia,19,3814,7710
Ethiopia,20,4015,8116
Ethiopia,21,4216,8522
Ethiopia,22,4416,8928
Ethiopia,23,4617,9333
Ethiopia,24,4818,9739
Europe,1,201,406
Europe,2,402,812
Europe,3,603,1218
Europe,4,803,1624
Europe,5,1004,2029
Europe,6,1205,2435
Europe,7,1406,2841
Europe,8,1606,3247
Europe,9,1807,3652
Europe,10,2008,4058
Europe,11,2208,4464
Europe,12,2409,4870
Europe,13,2610,5276
Europe,14,2811,5681
Europe,15,3011,6087
Europe,16,3212,6493
Europe,17,3413,6899
Europe,18,3614,7304
Europe,19,3814,7710
Europe,20,4015,8116
Europe,21,4216,8522
Europe,22,4416,8928
Europe,23,4617,9333
Europe,24,4818,9739
Europe (EI),1,201,406
Europe (EI),2,402,812
Europe (EI),3,603,1218
Europe (EI),4,803,1624
Europe (EI),5,1004,2029
Europe (EI),6,1205,2435
Europe (EI),7,1406,2841
Europe (EI),8,1606,3247
Europe (EI),9,1807,3652
Europe (EI),10,2008,4058
Europe (EI),11,2208,4464
Europe (EI),12,2409,4870
Europe (EI),13,2610,5276
Europe (EI),14,2811,5681
Europe (EI),15,3011,6087
Europe (EI),16,3212,6493
Europe (EI),17,3413,6899
Europe (EI),18,3614,7304
Europe (EI),19,3814,7710
Europe (EI),20,4015,8116
Europe (EI),21,4216,8522
Europe (EI),22,4416,8928
Europe (EI),23,4617,9333
Europe (EI),24,4818,9739
Europe (Ember),1,201,406
Europe (Ember),2,402,812
Europe (Ember),3,603,1218
Europe (Ember),4,803,1624
Europe (Ember),5,1004,2029
Europe (Ember),6,1205,2435
Europe (Ember),7,1406,2841
Europe (Ember),8,1606,3247
Europe (Ember),9,1807,3652
Europe (Ember),10,2008,4058
Europe (Ember),11,2208,4464
Europe (Ember),12,2409,4870
Europe (Ember),13,2610,5276
Europe (Ember),14,2811,5681
Europe (Ember),15,3011,6087
Europe (Ember),16,3212,6493
Europe (Ember),17,3413,6899
Europe (Ember),18,3614,7304
Europe (Ember),19,3814,7710
Europe (Ember),20,4015,8116
Europe (Ember),21,4216,8522
Europe (Ember),22,4416,8928
Europe (Ember),23,4617,9333
Europe (Ember),24,4818,9739
European Union (27),1,201,406
European Union (27),2,402,812
European Union (27),3,603,1218
European Union (27),4,803,1624
European Union (27),5,1004,2029
European Union (27),6,1205,2435
European Union (27),7,1406,2841
European Union (27),8,1606,3247
European Union (27),9,1807,3652
European Union (27),10,2008,4058
European Union (27),11,2208,4464
European Union (27),12,2409,4870
European Union (27),13,2610,5276
European Union (27),14,2811,5681
European Union (27),15,3011,6087
European Union (27),16,3212,6493
European Union (27),17,3413,6899
European Union (27),18,3614,7304
European Union (27),19,3814,7710
European Union (27),20,4015,8116
European Union (27),21,4216,8522
European Union (27),22,4416,8928
European Union (27),23,4617,9333
European Union (27),24,4818,9739
Falkland Islands,1,201,406
Falkland Islands,2,402,812
Falkland Islands,3,603,1218
Falkland Islands,4,803,1624
Falkland Islands,5,1004,2029
Falkland Islands,6,1205,2435
Falkland Islands,7,1406,2841
Falkland Islands,8,1606,3247
Falkland Islands,9,1807,3652
Falkland Islands,10,2008,4058
Falkland Islands,11,2208,4464
Falkland Islands,12,2409,4870
Falkland Islands,13,2610,5276
Falkland Islands,14,2811,5681
Falkland Islands,15,3011,6087
Falkland Islands,16,3212,6493
Falkland Islands,17,3413,6899
Falkland Islands,18,3614,7304
Falkland Islands,19,3814,7710
Falkland Islands,20,4015,8116
Falkland Islands,21,4216,8522
Falkland Islands,22,4416,8928
Falkland Islands,23,4617,9333
Falkland Islands,24,4818,9739
Faroe Islands,1,201,406
Faroe Islands,2,402,812
Faroe Islands,3,603,1218
Faroe Islands,4,803,1624
Faroe Islands,5,1004,2029
Faroe Islands,6,1205,2435
Faroe Islands,7,1406,2841
Faroe Islands,8,1606,3247
Faroe Islands,9,1807,3652
Faroe Islands,10,2008,4058
Faroe Islands,11,2208,4464
Faroe Islands,12,2409,4870
Faroe Islands,13,2610,5276
Faroe Islands,14,2811,5681
Faroe Islands,15,3011,6087
Faroe Islands,16,3212,6493
Faroe Islands,17,3413,6899
Faroe Islands,18,3614,7304
Faroe Islands,19,3814,7710
Faroe Islands,20,4015,8116
Faroe Islands,21,4216,8522
Faroe Islands,22,4416,8928
Faroe Islands,23,4617,9333
Faroe Islands,24,4818,9739
Fiji,1,201,406
Fiji,2,402,812
Fiji,3,603,1218
Fiji,4,803,1624
Fiji,5,1004,2029
Fiji,6,1205,2435
Fiji,7,1406,2841
Fiji,8,1606,3247
Fiji,9,1807,3652
Fiji,10,2008,4058
Fiji,11,2208,4464
Fiji,12,2409,4870
Fiji,13,2610,5276
Fiji,14,2811,5681
Fiji,15,3011,6087
Fiji,16,3212,6493
Fiji,17,3413,6899
Fiji,18,3614,7304
Fiji,19,3814,7710
Fiji,20,4015,8116
Fiji,21,4216,8522
Fiji,22,4416,8928
Fiji,23,4617,9333
Fiji,24,4818,9739
Finland,1,201,406
Finland,2,402,812
Finland,3,603,1218
Finland,4,803,1624
Finland,5,1004,2029
Finland,6,1205,2435
Finland,7,1406,2841
Finland,8,1606,3247
Finland,9,1807,3652
Finland,10,2008,4058
Finland,11,2208,4464
Finland,12,2409,4870
Finland,13,2610,5276
Finland,14,2811,5681
Finland,15,3011,6087
Finland,16,3212,6493
Finland,17,3413,6899
Finland,18,3614,7304
Finland,19,3814,7710
Finland,20,4015,8116
Finland,21,4216,8522
Finland,22,4416,8928
Finland,23,4617,9333
Finland,24,4818,9739
France,1,201,406
France,2,402,812
France,3,603,1218
France,4,803,1624
France,5,1004,2029
France,6,1205,2435
France,7,1406,2841
France,8,1606,3247
France,9,1807,3652
France,10,2008,4058
France,11,2208,4464
France,12,2409,4870
France,13,2610,5276
France,14,2811,5681
France,15,3011,6087
France,16,3212,6493
France,17,3413,6899
France,18,3614,7304
France,19,3814,7710
France,20,4015,8116
France,21,4216,8522
France,22,4416,8928
France,23,4617,9333
France,24,4818,9739
French Polynesia,1,201,406
French Polynesia,2,402,812
French Polynesia,3,603,1218
French Polynesia,4,803,1624
French Polynesia,5,1004,2029
French Polynesia,6,1205,2435
French Polynesia,7,1406,2841
French Polynesia,8,1606,3247
French Polynesia,9,1807,3652
French Polynesia,10,2008,4058
French Polynesia,11,2208,4464
French Polynesia,12,2409,4870
French Polynesia,13,2610,5276
French Polynesia,14,2811,5681
French Polynesia,15,3011,6087
French Polynesia,16,3212,6493
French Polynesia,17,3413,6899
French Polynesia,18,3614,7304
French Polynesia,19,3814,7710
French Polynesia,20,4015,8116
French Polynesia,21,4216,8522
French Polynesia,22,4416,8928
French Polynesia,23,4617,9333
French Polynesia,24,4818,9739
G20 (Ember),1,201,406
G20 (Ember),2,402,812
G20 (Ember),3,603,1218
G20 (Ember),4,803,1624
G20 (Ember),5,1004,2029
G20 (Ember),6,1205,2435
G20 (Ember),7,1406,2841
G20 (Ember),8,1606,3247
G20 (Ember),9,1807,3652
G20 (Ember),10,2008,4058
G20 (Ember),11,2208,4464
G20 (Ember),12,2409,4870
G20 (Ember),13,2610,5276
G20 (Ember),14,2811,5681
G20 (Ember),15,3011,6087
G20 (Ember),16,3212,6493
G20 (Ember),17,3413,6899
G20 (Ember),18,3614,7304
G20 (Ember),19,3814,7710
G20 (Ember),20,4015,8116
G20 (Ember),21,4216,8522
G20 (Ember),22,4416,8928
G20 (Ember),23,4617,9333
G20 (Ember),24,4818,9739
G7 (Ember),1,201,406
G7 (Ember),2,402,812
G7 (Ember),3,603,1218
G7 (Ember),4,803,1624
G7 (Ember),5,1004,2029
G7 (Ember),6,1205,2435
G7 (Ember),7,1406,2841
G7 (Ember),8,1606,3247
G7 (Ember),9,1807,3652
G7 (Ember),10,2008,4058
G7 (Ember),11,2208,4464
G7 (Ember),12,2409,4870
G7 (Ember),13,2610,5276
G7 (Ember),14,2811,5681
G7 (Ember),15,3011,6087
G7 (Ember),16,3212,6493
G7 (Ember),17,3413,6899
G7 (Ember),18,3614,7304
G7 (Ember),19,3814,7710
G7 (Ember),20,4015,8116
G7 (Ember),21,4216,8522
G7 (Ember),22,4416,8928
G7 (Ember),23,4617,9333
G7 (Ember),24,4818,9739
Gambia,1,201,406
Gambia,2,402,812
Gambia,3,603,1218
Gambia,4,803,1624
Gambia,5,1004,2029
Gambia,6,1205,2435
Gambia,7,1406,2841
Gambia,8,1606,3247
Gambia,9,1807,3652
Gambia,10,2008,4058
Gambia,11,2208,4464
Gambia,12,2409,4870
Gambia,13,2610,5276
Gambia,14,2811,5681
Gambia,15,3011,6087
Gambia,16,3212,6493
Gambia,17,3413,6899
Gambia,18,3614,7304
Gambia,19,3814,7710
Gambia,20,4015,8116
Gambia,21,4216,8522
Gambia,22,4416,8928
Gambia,23,4617,9333
Gambia,24,4818,9739
Georgia,1,201,406
Georgia,2,402,812
Georgia,3,603,1218
Georgia,4,803,1624
Georgia,5,1004,2029
Georgia,6,1205,2435
Georgia,7,1406,2841
Georgia,8,1606,3247
Georgia,9,1807,3652
Georgia,10,2008,4058
Georgia,11,2208,4464
Georgia,12,2409,4870
Georgia,13,2610,5276
Georgia,14,2811,5681
Georgia,15,3011,6087
Georgia,16,3212,6493
Georgia,17,3413,6899
Georgia,18,3614,7304
Georgia,19,3814,7710
Georgia,20,4015,8116
Georgia,21,4216,8522
Georgia,22,4416,8928
Georgia,23,4617,9333
Georgia,24,4818,9739
Germany,1,201,406
Germany,2,402,812
Germany,3,603,1218
Germany,4,803,1624
Germany,5,1004,2029
Germany,6,1205,2435
Germany,7,1406,2841
Germany,8,1606,3247
Germany,9,1807,3652
Germany,10,2008,4058
Germany,11,2208,4464
Germany,12,2409,4870
Germany,13,2610,5276
Germany,14,2811,5681
Germany,15,3011,6087
Germany,16,3212,6493
Germany,17,3413,6899
Germany,18,3614,7304
Germany,19,3814,7710
Germany,20,4015,8116
Germany,21,4216,8522
Germany,22,4416,8928
Germany,23,4617,9333
Germany,24,4818,9739
Ghana,1,201,406
Ghana,2,402,812
Ghana,3,603,1218
Ghana,4,803,1624
Ghana,5,1004,2029
Ghana,6,1205,2435
Ghana,7,1406,2841
Ghana,8,1606,3247
Ghana,9,1807,3652
Ghana,10,2008,4058
Ghana,11,2208,4464
Ghana,12,2409,4870
Ghana,13,2610,5276
Ghana,14,2811,5681
Ghana,15,3011,6087
Ghana,16,3212,6493
Ghana,17,3413,6899
Ghana,18,3614,7304
Ghana,19,3814,7710
Ghana,20,4015,8116
Ghana,21,4216,8522
Ghana,22,4416,8928
Ghana,23,4617,9333
Ghana,24,4818,9739
Greece,1,201,406
Greece,2,402,812
Greece,3,603,1218
Greece,4,803,1624
Greece,5,1004,2029
Greece,6,1205,2435
Greece,7,1406,2841
Greece,8,1606,3247
Greece,9,1807,3652
Greece,10,2008,4058
Greece,11,2208,4464
Greece,12,2409,4870
Greece,13,2610,5276
Greece,14,2811,5681
Greece,15,3011,6087
Greece,16,3212,6493
Greece,17,3413,6899
Greece,18,3614,7304
Greece,19,3814,7710
Greece,20,4015,8116
Greece,21,4216,8522
Greece,22,4416,8928
Greece,23,4617,9333
Greece,24,4818,9739
Greenland,1,201,406
Greenland,2,402,812
Greenland,3,603,1218
Greenland,4,803,1624
Greenland,5,1004,2029
Greenland,6,1205,2435
Greenland,7,1406,2841
Greenland,8,1606,3247
Greenland,9,1807,3652
Greenland,10,2008,4058
Greenland,11,2208,4464
Greenland,12,2409,4870
Greenland,13,2610,5276
Greenland,14,2811,5681
Greenland,15,3011,6087
Greenland,16,3212,6493
Greenland,17,3413,6899
Greenland,18,3614,7304
Greenland,19,3814,7710
Greenland,20,4015,8116
Greenland,21,4216,8522
Greenland,22,4416,8928
Greenland,23,4617,9333
Greenland,24,4818,9739
Grenada,1,201,406
Grenada,2,402,812
Grenada,3,603,1218
Grenada,4,803,1624
Grenada,5,1004,2029
Grenada,6,1205,2435
Grenada,7,1406,2841
Grenada,8,1606,3247
Grenada,9,1807,3652
Grenada,10,2008,4058
Grenada,11,2208,4464
Grenada,12,2409,4870
Grenada,13,2610,5276
Grenada,14,2811,5681
Grenada,15,3011,6087
Grenada,16,3212,6493
Grenada,17,3413,6899
Grenada,18,3614,7304
Grenada,19,3814,7710
Grenada,20,4015,8116
Grenada,21,4216,8522
Grenada,22,4416,8928
Grenada,23,4617,9333
